REGION,PROVINCIA,COMUNA,DC,AREA,ZC_LOC,ID_ZONA_LOC,NVIV,NHOGAR,PERSONAN,P07,P08,P09,P10,P10COMUNA,P10PAIS,P11,P11COMUNA,P11PAIS,P12,P12COMUNA,P12PAIS,P12A_LLEGADA,P12A_TRAMO,P13,P14,P15,P15A,P16,P16A,P16A_OTRO,P17,P18,P19,P20,P21M,P21A,P10PAIS_GRUPO,P11PAIS_GRUPO,P12PAIS_GRUPO,ESCOLARIDAD,P16A_GRUPO,REGION_15R,PROVINCIA_15R,COMUNA_15R,P10COMUNA_15R,P11COMUNA_15R,P12COMUNA_15R
10,101,10102,1,2,4,14512,22,1,1,1,1,46,1,98,998,2,98,998,1,98,998,9998,98,2,4,8,1,99,99,99,1,Z,98,98,98,9998,998,998,998,12,99,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,23,1,1,1,2,54,1,98,998,2,98,998,1,98,998,9998,98,2,3,5,2,2,98,98,6,98,0,98,98,9998,998,998,998,3,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,23,1,2,8,1,82,1,98,998,2,98,998,1,98,998,9998,98,2,6,5,2,2,98,98,7,98,98,98,98,9998,998,998,998,6,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,24,1,1,1,1,46,1,98,998,2,98,998,1,98,998,9998,98,2,4,7,1,1,1,98,1,C,98,98,98,9998,998,998,998,12,1,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,24,1,2,2,2,42,1,98,998,2,98,998,1,98,998,9998,98,2,4,7,1,2,98,98,6,98,2,2,3,2003,998,998,998,12,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,24,1,3,5,2,21,1,98,998,2,98,998,1,98,998,9998,98,1,2,12,2,1,1,98,5,98,99,99,99,9999,998,998,998,14,1,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,24,1,4,5,2,14,1,98,998,2,98,998,1,98,998,9998,98,1,8,5,1,1,1,98,98,98,98,98,98,9998,998,998,998,8,1,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,25,1,1,1,1,68,1,98,998,3,10101,998,1,98,998,9998,98,2,8,5,1,2,98,98,1,F,98,98,98,9998,998,998,998,8,98,10,101,10102,98,10101,98
10,101,10102,1,2,4,14512,25,1,2,5,1,23,1,98,998,3,10101,998,2,10101,998,9998,98,2,7,5,2,2,98,98,3,Z,98,98,98,9998,998,998,998,7,98,10,101,10102,98,10101,10101
10,101,10102,1,2,4,14512,25,1,3,5,1,26,1,98,998,3,10101,998,2,10101,998,9998,98,2,3,11,1,1,1,98,4,98,98,98,98,9998,998,998,998,15,1,10,101,10102,98,10101,10101
10,101,10102,1,2,4,14512,25,1,4,2,2,60,3,10104,998,3,10101,998,2,10101,998,9998,98,2,8,5,1,2,98,98,6,98,3,3,4,1994,998,998,998,8,98,10,101,10102,10104,10101,10101
10,101,10102,1,2,4,14512,26,1,1,1,1,82,1,98,998,2,98,998,1,98,998,9998,98,3,98,98,98,2,98,98,7,98,98,98,98,9998,998,998,998,0,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,26,1,2,2,2,71,1,98,998,2,98,998,1,98,998,9998,98,3,98,98,98,2,98,98,6,98,8,8,5,1978,998,998,998,0,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,26,1,3,7,1,52,1,98,998,2,98,998,1,98,998,9998,98,2,3,5,2,2,98,98,6,98,98,98,98,9998,998,998,998,3,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,26,1,4,5,2,50,1,98,998,2,98,998,1,98,998,9998,98,2,5,5,2,2,98,98,6,98,2,2,2,1993,998,998,998,5,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,26,1,5,5,2,42,1,98,998,2,98,998,1,98,998,9998,98,2,6,5,2,2,98,98,6,98,4,3,2,2017,998,998,998,6,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,26,1,6,11,1,44,1,98,998,2,98,998,1,98,998,9998,98,2,6,5,2,2,98,98,1,F,98,98,98,9998,998,998,998,6,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,26,1,7,12,2,13,1,98,998,2,98,998,1,98,998,9998,98,1,6,5,2,2,98,98,98,98,98,98,98,9998,998,998,998,6,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,26,1,8,12,1,16,1,98,998,2,98,998,1,98,998,9998,98,1,1,5,2,2,98,98,99,99,98,98,98,9998,998,998,998,1,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,26,1,9,12,1,0,1,98,998,1,98,998,1,98,998,9998,98,3,98,98,98,99,99,99,98,98,98,98,98,9998,998,998,998,0,99,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,27,1,1,1,1,55,1,98,998,2,98,998,1,98,998,9998,98,2,1,7,2,2,98,98,8,98,98,98,98,9998,998,998,998,9,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,27,1,2,2,2,53,1,98,998,2,98,998,1,98,998,9998,98,2,4,5,2,2,98,98,6,98,4,4,6,1996,998,998,998,4,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,27,1,3,5,1,20,1,98,998,2,98,998,1,98,998,9998,98,2,4,8,1,2,98,98,1,Z,98,98,98,9998,998,998,998,12,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,28,1,1,1,1,57,1,98,998,2,98,998,2,10208,998,9998,98,2,4,7,1,2,98,98,1,Z,98,98,98,9998,998,998,998,12,98,10,101,10102,98,98,10208
10,101,10102,1,2,4,14512,28,1,2,2,2,52,1,98,998,2,98,998,2,10106,998,9998,98,2,6,5,2,1,1,98,6,98,5,5,7,1998,998,998,998,6,1,10,101,10102,98,98,10106
10,101,10102,1,2,4,14512,28,1,3,5,1,19,1,98,998,2,98,998,1,98,998,9998,98,2,4,8,1,1,1,98,4,98,98,98,98,9998,998,998,998,12,1,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,28,1,4,5,1,18,1,98,998,2,98,998,2,997,998,9998,98,1,8,5,1,1,1,98,5,98,98,98,98,9998,998,998,998,8,1,10,101,10102,98,98,997
10,101,10102,1,2,4,14512,29,1,1,1,1,36,1,98,998,2,98,998,1,98,998,9998,98,2,2,7,2,2,98,98,1,C,98,98,98,9998,998,998,998,10,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,29,1,2,2,2,32,1,98,998,2,98,998,1,98,998,9998,98,2,1,7,2,2,98,98,1,C,2,2,3,2008,998,998,998,9,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,29,1,3,5,2,14,1,98,998,2,98,998,1,98,998,9998,98,1,7,5,2,2,98,98,98,98,98,98,98,9998,998,998,998,7,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,29,1,4,5,2,9,1,98,998,2,98,998,1,98,998,9998,98,1,3,5,2,2,98,98,98,98,98,98,98,9998,998,998,998,3,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,31,1,1,1,1,58,1,98,998,2,98,998,1,98,998,9998,98,2,2,7,2,2,98,98,1,Z,98,98,98,9998,998,998,998,10,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,31,1,2,2,2,50,1,98,998,2,98,998,1,98,998,9998,98,2,8,5,1,2,98,98,1,I,4,4,10,1988,998,998,998,8,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,31,1,3,6,1,28,1,98,998,2,98,998,1,98,998,9998,98,2,4,7,1,2,98,98,1,A,98,98,98,9998,998,998,998,12,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,33,1,1,1,1,44,1,98,998,2,98,998,2,10202,998,9998,98,2,2,7,2,2,98,98,1,H,98,98,98,9998,998,998,998,10,98,10,101,10102,98,98,10202
10,101,10102,1,2,4,14512,33,1,2,2,2,45,1,98,998,2,98,998,1,98,998,9998,98,2,8,5,1,2,98,98,99,99,4,4,5,2008,998,998,998,8,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,33,1,3,5,2,24,1,98,998,2,98,998,1,98,998,9998,98,2,2,11,1,2,98,98,1,P,99,99,99,9999,998,998,998,14,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,33,1,4,5,2,18,1,98,998,2,98,998,2,10202,998,9998,98,2,4,8,1,2,98,98,1,P,0,98,98,9998,998,998,998,12,98,10,101,10102,98,98,10202
10,101,10102,1,2,4,14512,33,1,5,5,2,8,1,98,998,2,98,998,1,98,998,9998,98,1,2,5,2,2,98,98,98,98,98,98,98,9998,998,998,998,2,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,34,1,1,1,1,91,1,98,998,2,98,998,1,98,998,9998,98,2,1,5,2,2,98,98,7,98,98,98,98,9998,998,998,998,1,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,34,1,2,5,2,50,1,98,998,2,98,998,1,98,998,9998,98,2,7,5,2,2,98,98,6,98,0,98,98,9998,998,998,998,7,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,34,1,3,5,1,48,1,98,998,2,98,998,1,98,998,9998,98,2,4,7,1,2,98,98,1,C,98,98,98,9998,998,998,998,12,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,35,1,1,1,1,52,1,98,998,3,10109,998,2,10109,998,9998,98,2,8,5,1,2,98,98,1,F,98,98,98,9998,998,998,998,8,98,10,101,10102,98,10109,10109
10,101,10102,1,2,4,14512,35,1,2,4,2,29,1,98,998,3,10109,998,2,10107,998,9998,98,2,6,5,2,1,1,98,6,98,3,3,4,2008,998,998,998,6,1,10,101,10102,98,10109,10107
10,101,10102,1,2,4,14512,35,1,3,10,2,58,1,98,998,3,10109,998,2,10104,998,9998,98,2,2,5,2,2,98,98,7,98,4,4,8,1987,998,998,998,2,98,10,101,10102,98,10109,10104
10,101,10102,1,2,4,14512,35,1,4,5,1,10,1,98,998,3,10109,998,2,10109,998,9998,98,1,2,5,2,1,1,98,98,98,98,98,98,9998,998,998,998,2,1,10,101,10102,98,10109,10109
10,101,10102,1,2,4,14512,35,1,5,5,1,9,1,98,998,3,10109,998,2,10109,998,9998,98,1,1,5,2,1,1,98,98,98,98,98,98,9998,998,998,998,1,1,10,101,10102,98,10109,10109
10,101,10102,1,2,4,14512,35,1,6,14,1,14,99,99,999,99,99,999,99,99,999,9999,99,99,99,99,99,99,99,99,98,98,98,98,98,9998,999,999,999,99,99,10,101,10102,99,99,99
10,101,10102,1,2,4,14512,36,1,1,1,1,72,1,98,998,2,98,998,1,98,998,9998,98,2,2,5,2,2,98,98,1,G,98,98,98,9998,998,998,998,2,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,37,1,1,4,2,28,1,98,998,2,98,998,1,98,998,9998,98,1,4,7,1,2,98,98,1,C,2,2,8,2013,998,998,998,12,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,37,1,2,1,1,26,1,98,998,3,10108,998,2,10108,998,9998,98,2,4,7,1,99,99,99,1,Z,98,98,98,9998,998,998,998,12,99,10,101,10102,98,10108,10108
10,101,10102,1,2,4,14512,37,1,3,5,2,3,1,98,998,1,98,998,1,98,998,9998,98,1,0,1,2,2,98,98,98,98,98,98,98,9998,998,998,998,0,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,37,1,4,6,1,13,1,98,998,2,98,998,1,98,998,9998,98,1,7,5,2,1,1,98,98,98,98,98,98,9998,998,998,998,7,1,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,38,1,1,1,1,35,1,98,998,2,98,998,2,10107,998,9998,98,2,4,8,1,2,98,98,1,H,98,98,98,9998,998,998,998,12,98,10,101,10102,98,98,10107
10,101,10102,1,2,4,14512,38,1,2,2,2,30,1,98,998,2,98,998,1,98,998,9998,98,2,3,8,2,2,98,98,6,98,2,2,2,2010,998,998,998,11,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,38,1,3,5,1,9,1,98,998,2,98,998,1,98,998,9998,98,1,3,5,2,2,98,98,98,98,98,98,98,9998,998,998,998,3,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,38,1,4,5,1,7,1,98,998,2,98,998,1,98,998,9998,98,1,1,5,2,2,98,98,98,98,98,98,98,9998,998,998,998,1,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,39,1,1,1,1,67,1,98,998,2,98,998,2,10202,998,9998,98,2,3,5,2,1,1,98,7,98,98,98,98,9998,998,998,998,3,1,10,101,10102,98,98,10202
10,101,10102,1,2,4,14512,39,1,2,2,2,65,1,98,998,2,98,998,2,10104,998,9998,98,3,98,98,98,2,98,98,6,98,6,6,12,1981,998,998,998,0,98,10,101,10102,98,98,10104
10,101,10102,1,2,4,14512,39,1,3,12,2,23,1,98,998,2,98,998,1,98,998,9998,98,2,4,7,1,1,1,98,1,H,1,1,4,2011,998,998,998,12,1,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,39,1,4,12,2,19,1,98,998,2,98,998,2,10202,998,9998,98,2,2,7,2,1,1,98,1,C,0,98,98,9998,998,998,998,10,1,10,101,10102,98,98,10202
10,101,10102,1,2,4,14512,40,1,1,1,1,70,1,98,998,2,98,998,1,98,998,9998,98,2,2,5,2,2,98,98,7,98,98,98,98,9998,998,998,998,2,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,40,1,2,2,2,75,1,98,998,2,98,998,1,98,998,9998,98,2,3,5,2,2,98,98,7,98,6,6,11,1983,998,998,998,3,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,40,1,3,5,1,33,1,98,998,2,98,998,1,98,998,9998,98,2,6,5,2,2,98,98,1,Z,98,98,98,9998,998,998,998,6,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,41,1,1,1,2,64,1,98,998,3,13101,998,1,98,998,9998,98,2,8,5,1,2,98,98,7,98,4,4,4,1981,998,998,998,8,98,10,101,10102,98,13101,98
10,101,10102,1,2,4,14512,41,1,2,5,1,42,1,98,998,3,13114,998,2,13101,998,9998,98,2,1,11,2,2,98,98,1,A,98,98,98,9998,998,998,998,13,98,10,101,10102,98,13114,13101
10,101,10102,1,2,4,14512,42,1,1,1,2,29,1,98,998,2,98,998,1,98,998,9998,98,2,8,5,1,2,98,98,1,H,2,2,12,2004,998,998,998,8,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,42,1,2,4,1,32,1,98,998,2,98,998,1,98,998,9998,98,2,4,8,1,2,98,98,8,98,98,98,98,9998,998,998,998,12,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,42,1,3,5,2,14,1,98,998,2,98,998,1,98,998,9998,98,1,8,5,1,2,98,98,98,98,98,98,98,9998,998,998,998,8,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,42,1,4,5,2,12,1,98,998,2,98,998,1,98,998,9998,98,1,6,5,2,2,98,98,98,98,98,98,98,9998,998,998,998,6,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,43,1,1,1,1,29,1,98,998,2,98,998,2,9120,998,9998,98,2,4,8,1,2,98,98,1,C,98,98,98,9998,998,998,998,12,98,10,101,10102,98,98,9120
10,101,10102,1,2,4,14512,43,1,2,2,2,30,1,98,998,2,98,998,2,10105,998,9998,98,2,4,8,1,2,98,98,6,98,2,2,4,2016,998,998,998,12,98,10,101,10102,98,98,10105
10,101,10102,1,2,4,14512,43,1,3,5,1,5,1,98,998,2,98,998,1,98,998,9998,98,1,0,3,2,2,98,98,98,98,98,98,98,9998,998,998,998,0,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,43,1,4,5,1,1,1,98,998,1,98,998,1,98,998,9998,98,3,98,98,98,2,98,98,98,98,98,98,98,9998,998,998,998,0,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,44,1,1,1,2,43,1,98,998,2,98,998,2,10207,998,9998,98,2,8,5,1,1,1,98,1,Z,4,4,2,2011,998,998,998,8,1,10,101,10102,98,98,10207
10,101,10102,1,2,4,14512,44,1,2,2,1,47,1,98,998,2,98,998,1,98,998,9998,98,2,2,7,2,1,1,98,1,N,98,98,98,9998,998,998,998,10,1,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,44,1,3,5,1,25,1,98,998,2,98,998,1,98,998,9998,98,2,3,11,1,1,1,98,2,F,98,98,98,9998,998,998,998,15,1,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,44,1,4,5,1,14,1,98,998,2,98,998,2,10101,998,9998,98,1,6,5,2,2,98,98,98,98,98,98,98,9998,998,998,998,6,98,10,101,10102,98,98,10101
10,101,10102,1,2,4,14512,44,1,5,5,2,6,1,98,998,2,98,998,1,98,998,9998,98,1,0,3,1,1,1,98,98,98,98,98,98,9998,998,998,998,0,1,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,45,1,1,1,1,60,1,98,998,2,98,998,1,98,998,9998,98,99,3,5,2,2,98,98,4,98,98,98,98,9998,998,998,998,3,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,45,1,2,5,2,36,1,98,998,2,98,998,1,98,998,9998,98,99,6,5,2,2,98,98,6,98,4,4,9,1996,998,998,998,6,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,45,1,3,5,1,37,1,98,998,2,98,998,1,98,998,9998,98,2,6,5,2,2,98,98,4,98,98,98,98,9998,998,998,998,6,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,45,1,4,5,1,20,1,98,998,2,98,998,1,98,998,9998,98,2,7,5,2,2,98,98,1,A,98,98,98,9998,998,998,998,7,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,46,1,1,1,1,75,2,98,998,3,10101,998,1,98,998,9998,98,2,4,7,1,1,1,98,7,98,98,98,98,9998,998,998,998,12,1,10,101,10102,98,10101,98
10,101,10102,1,2,4,14512,46,2,1,1,1,48,3,10101,998,3,10101,998,1,98,998,9998,98,2,4,7,1,2,98,98,1,C,98,98,98,9998,998,998,998,12,98,10,101,10102,10101,10101,98
10,101,10102,1,2,4,14512,46,3,1,1,2,52,3,10101,998,3,10101,998,1,98,998,9998,98,2,8,5,1,1,1,98,6,98,2,2,12,1999,998,998,998,8,1,10,101,10102,10101,10101,98
10,101,10102,1,2,4,14512,46,3,2,5,2,17,3,10101,998,3,10101,998,2,12101,998,9998,98,1,3,8,2,1,1,98,5,98,0,98,98,9998,998,998,998,11,1,10,101,10102,10101,10101,12101
10,101,10102,1,2,4,14512,46,3,3,5,2,17,3,10101,998,3,10101,998,2,10101,998,9998,98,1,2,8,2,1,1,98,5,98,0,98,98,9998,998,998,998,10,1,10,101,10102,10101,10101,10101
10,101,10102,1,2,4,14512,47,1,1,1,2,47,99,99,999,2,98,998,1,98,998,9998,98,2,6,5,2,2,98,98,1,I,4,4,7,2000,999,998,998,6,98,10,101,10102,99,98,98
10,101,10102,1,2,4,14512,47,1,2,5,1,20,1,98,998,2,98,998,1,98,998,9998,98,2,4,7,1,2,98,98,1,Z,98,98,98,9998,998,998,998,12,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,47,1,3,5,2,16,1,98,998,2,98,998,1,98,998,9998,98,1,2,8,2,2,98,98,5,98,0,98,98,9998,998,998,998,10,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,47,1,4,15,2,17,3,10101,998,3,10101,998,2,10101,998,9998,98,1,2,8,2,2,98,98,5,98,0,98,98,9998,998,998,998,10,98,10,101,10102,10101,10101,10101
10,101,10102,1,2,4,14512,48,1,1,1,1,46,1,98,998,2,98,998,2,10202,998,9998,98,2,4,7,1,1,10,97,1,A,98,98,98,9998,998,998,998,12,10,10,101,10102,98,98,10202
10,101,10102,1,2,4,14512,48,1,2,2,2,40,1,98,998,2,98,998,1,98,998,9998,98,2,5,5,2,1,1,98,6,98,6,5,5,2002,998,998,998,5,1,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,48,1,3,5,2,24,1,98,998,2,98,998,2,10202,998,9998,98,2,1,7,2,1,1,98,1,Z,1,1,8,2012,998,998,998,9,1,10,101,10102,98,98,10202
10,101,10102,1,2,4,14512,48,1,4,5,1,19,1,98,998,2,98,998,2,10202,998,9998,98,2,4,7,1,1,1,98,4,98,98,98,98,9998,998,998,998,12,1,10,101,10102,98,98,10202
10,101,10102,1,2,4,14512,48,1,5,5,1,16,1,98,998,2,98,998,2,12101,998,9998,98,1,2,7,2,1,1,98,5,98,98,98,98,9998,998,998,998,10,1,10,101,10102,98,98,12101
10,101,10102,1,2,4,14512,48,1,6,5,2,14,1,98,998,2,98,998,2,10202,998,9998,98,1,8,5,1,1,1,98,98,98,98,98,98,9998,998,998,998,8,1,10,101,10102,98,98,10202
10,101,10102,1,2,4,14512,48,1,7,12,2,6,1,98,998,2,98,998,1,98,998,9998,98,1,0,3,1,1,1,98,98,98,98,98,98,9998,998,998,998,0,1,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,48,1,8,12,1,4,1,98,998,1,98,998,1,98,998,9998,98,1,0,1,2,1,1,98,98,98,98,98,98,9998,998,998,998,0,1,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,49,1,1,1,1,48,1,98,998,2,98,998,2,10404,998,9998,98,2,2,7,2,1,1,98,1,F,98,98,98,9998,998,998,998,10,1,10,101,10102,98,98,10404
10,101,10102,1,2,4,14512,49,1,2,2,2,55,1,98,998,2,98,998,1,98,998,9998,98,2,7,5,2,2,98,98,6,98,2,2,10,1995,998,998,998,7,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,49,1,3,5,2,21,1,98,998,3,10101,998,1,98,998,9998,98,2,4,8,1,1,1,98,8,98,1,1,2,2017,998,998,998,12,1,10,101,10102,98,10101,98
10,101,10102,1,2,4,14512,49,1,4,11,1,21,1,98,998,3,10101,998,2,10101,998,9998,98,2,4,8,1,2,98,98,1,F,98,98,98,9998,998,998,998,12,98,10,101,10102,98,10101,10101
10,101,10102,1,2,4,14512,49,1,5,12,1,0,1,98,998,1,98,998,2,10101,998,9998,98,3,98,98,98,1,1,98,98,98,98,98,98,9998,998,998,998,0,1,10,101,10102,98,98,10101
10,101,10102,1,2,4,14512,51,1,1,1,2,49,1,98,998,3,10101,998,1,98,998,9998,98,2,2,5,2,2,98,98,1,Z,2,2,12,1991,998,998,998,2,98,10,101,10102,98,10101,98
10,101,10102,1,2,4,14512,51,1,2,5,1,25,1,98,998,3,10101,998,1,98,998,9998,98,2,2,5,2,2,98,98,1,A,98,98,98,9998,998,998,998,2,98,10,101,10102,98,10101,98
10,101,10102,1,2,4,14512,53,1,1,1,1,35,1,98,998,2,98,998,2,14101,998,9998,98,2,4,7,1,2,98,98,1,Z,98,98,98,9998,998,998,998,12,98,10,101,10102,98,98,14101
10,101,10102,1,2,4,14512,53,1,2,4,2,35,1,98,998,2,98,998,2,10101,998,9998,98,2,4,7,1,2,98,98,6,98,1,1,4,2008,998,998,998,12,98,10,101,10102,98,98,10101
10,101,10102,1,2,4,14512,53,1,3,5,2,9,1,98,998,2,98,998,1,98,998,9998,98,1,3,5,2,2,98,98,98,98,98,98,98,9998,998,998,998,3,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,54,1,1,1,1,84,1,98,998,2,98,998,1,98,998,9998,98,2,3,6,2,2,98,98,7,98,98,98,98,9998,998,998,998,3,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,54,1,2,2,2,61,1,98,998,2,98,998,2,10108,998,9998,98,2,3,5,2,99,99,99,7,98,0,98,98,9998,998,998,998,3,99,10,101,10102,98,98,10108
10,101,10102,1,2,4,14512,54,1,3,5,1,41,1,98,998,2,98,998,1,98,998,9998,98,2,2,7,2,2,98,98,8,98,98,98,98,9998,998,998,998,10,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,54,1,4,12,2,7,3,10108,998,3,10108,998,2,10108,998,9998,98,1,1,5,2,2,98,98,98,98,98,98,98,9998,998,998,998,1,98,10,101,10102,10108,10108,10108
10,101,10102,1,2,4,14512,55,1,1,1,1,31,1,98,998,3,9120,998,4,98,998,9999,4,2,4,8,1,2,98,98,1,C,98,98,98,9998,998,998,32,12,98,10,101,10102,98,9120,98
10,101,10102,1,2,4,14512,56,1,1,1,2,43,1,98,998,2,98,998,2,10204,998,9998,98,2,8,5,1,2,98,98,6,98,1,1,6,2001,998,998,998,8,98,10,101,10102,98,98,10204
10,101,10102,1,2,4,14512,56,1,2,2,1,40,1,98,998,2,98,998,1,98,998,9998,98,2,8,5,1,2,98,98,1,J,98,98,98,9998,998,998,998,8,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,56,1,3,5,2,15,1,98,998,2,98,998,2,10101,998,9998,98,2,99,99,99,2,98,98,5,98,0,98,98,9998,998,998,998,99,98,10,101,10102,98,98,10101
10,101,10102,1,2,4,14512,57,1,1,1,1,62,1,98,998,2,98,998,1,98,998,9998,98,2,4,7,1,2,98,98,4,98,98,98,98,9998,998,998,998,12,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,57,1,2,2,2,43,1,98,998,2,98,998,1,98,998,9998,98,2,4,7,1,2,98,98,1,A,4,4,10,2011,998,998,998,12,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,57,1,3,5,2,12,1,98,998,2,98,998,1,98,998,9998,98,1,6,5,2,2,98,98,98,98,98,98,98,9998,998,998,998,6,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,57,1,4,5,2,12,1,98,998,2,98,998,1,98,998,9998,98,1,5,5,2,2,98,98,98,98,98,98,98,9998,998,998,998,5,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,57,1,5,5,1,5,1,98,998,2,98,998,1,98,998,9998,98,1,0,2,1,2,98,98,98,98,98,98,98,9998,998,998,998,0,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,57,1,6,6,2,16,1,98,998,2,98,998,1,98,998,9998,98,1,2,8,2,2,98,98,5,98,0,98,98,9998,998,998,998,10,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,58,1,1,1,2,70,1,98,998,2,98,998,2,10106,998,9998,98,2,3,5,2,2,98,98,7,98,2,2,4,1984,998,998,998,3,98,10,101,10102,98,98,10106
10,101,10102,1,2,4,14512,58,1,2,5,1,33,1,98,998,2,98,998,1,98,998,9998,98,2,2,7,2,2,98,98,1,C,98,98,98,9998,998,998,998,10,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,59,1,1,1,1,48,1,98,998,3,10101,998,1,98,998,9998,98,2,4,7,1,1,1,98,1,A,98,98,98,9998,998,998,998,12,1,10,101,10102,98,10101,98
10,101,10102,1,2,4,14512,59,1,2,2,2,53,1,98,998,3,10101,998,2,2101,998,9998,98,2,6,5,2,2,98,98,6,98,6,6,2,1990,998,998,998,6,98,10,101,10102,98,10101,2101
10,101,10102,1,2,4,14512,59,1,3,12,1,15,1,98,998,3,5101,998,2,5101,998,9998,98,1,1,7,2,2,98,98,5,98,98,98,98,9998,998,998,998,9,98,10,101,10102,98,5101,5101
10,101,10102,1,2,4,14512,59,1,4,12,1,2,1,98,998,1,98,998,2,5101,998,9998,98,3,98,98,98,2,98,98,98,98,98,98,98,9998,998,998,998,0,98,10,101,10102,98,98,5101
10,101,10102,1,2,4,14512,59,1,5,12,2,1,1,98,998,1,98,998,2,5101,998,9998,98,3,98,98,98,2,98,98,98,98,98,98,98,9998,998,998,998,0,98,10,101,10102,98,98,5101
10,101,10102,1,2,4,14512,60,1,1,1,1,51,1,98,998,3,13101,998,2,14000,998,9998,98,2,3,11,1,2,98,98,1,H,98,98,98,9998,998,998,998,15,98,10,101,10102,98,13101,14000
10,101,10102,1,2,4,14512,60,1,2,4,2,24,1,98,998,2,98,998,2,11101,998,9998,98,2,2,7,2,2,98,98,6,98,1,1,1,2013,998,998,998,10,98,10,101,10102,98,98,11101
